Book	Member	Employee	DateOfLoan	DateToReturn	DateReturned	LoanId	Rating	LateDays	LateFee
0590448315	306	10	1083	1233	890	21237	0	249	42.33
0590448315	306	13	1083	1233	1458	15961	0	0	0
0590449737	763	12	1366	1312	737	17349	1	271	46.07
0590451146	401	10	794	103	73	15053	1	0	0
0590451146	401	16	358	899	1010	10093	1	0	0
0590451146	811	10	794	103	73	15053	6	0	0
0590451146	811	16	358	899	1010	10093	6	0	0
0590460307	402	5	470	782	752	13324	1	0	0
0590461478	774	9	1002	1077	1412	18449	7	0	0
0590461478	774	23	400	827	432	10486	7	0	0
0590461478	774	24	828	224	614	18405	7	0	0
0590462261	423	9	1029	386	236	10557	3	0	0
0590471015	966	22	804	524	1128	3409	5	0	0
0590472984	519	16	1000	969	1108	4607	1	0	0
0590477439	769	15	1038	272	1038	9738	5	0	0
0590477439	769	16	117	954	117	19317	5	0	0
0590477439	769	20	1003	1071	494	12691	5	0	0
0590477439	769	24	109	90	797	11630	5	0	0
0590478346	955	11	1057	187	362	12777	6	0	0
0590483455	461	7	505	1163	1176	19554	0	0	0
059048348X	85	7	201	979	106	21248	4	0	0
059048348X	85	23	209	576	808	15169	4	158	26.86
0590486101	389	19	426	619	943	8353	10	0	0
0590494309	54	14	21	1410	254	18492	3	256	43.52
0590494511	32	4	411	279	520	21826	1	273	46.41
0590494511	32	6	795	847	842	18480	1	0	0
0590537733	68	18	214	1229	1333	16178	4	0	0
0590552171	925	4	206	14	547	9079	6	0	0
0590552171	925	23	228	52	311	13609	6	83	14.11
059056885X	874	8	1170	1141	616	14467	8	0	0
0590617591	361	3	1107	354	635	14272	7	0	0
0590649191	657	9	1410	867	301	10944	0	0	0
0590649191	657	13	915	1179	28	20225	0	0	0
0590649191	657	17	100	1380	1382	5532	0	0	0
0590664778	16	18	739	221	1459	7689	5	0	0
0590664778	16	22	111	1369	470	19453	5	0	0
0590742612	728	2	270	1012	1005	13485	5	288	48.96
0590742612	728	2	1038	272	821	14415	5	0	0
059093371X	981	4	850	994	1481	17374	6	0	0
059509354X	642	2	193	1005	1253	14807	8	0	0
059509354X	642	24	556	96	960	15900	8	0	0
0595144470	546	6	1035	1442	111	5456	4	0	0
0595195210	203	18	1261	447	8	13316	7	0	0
0595284507	953	8	539	732	941	6418	1	0	0
0596000987	782	19	1395	125	496	12273	4	0	0
0600400409	562	24	781	505	66	15117	3	0	0
0609600796	119	13	380	45	1366	6243	4	0	0
0609603094	647	7	1263	773	1144	19538	7	0	0
0609603094	647	16	376	964	82	1199	7	0	0
0609607804	981	10	1324	534	961	16939	7	0	0
0609607804	981	22	898	1417	898	10237	7	0	0
0609608126	557	18	105	43	577	10844	9	185	31.45
0609609491	462	14	1336	118	309	12593	8	0	0
0609610570	350	1	1380	190	849	16854	2	0	0
0609610570	350	10	1147	655	780	13888	2	134	22.78
0609610597	685	12	1012	916	1296	21585	6	0	0
060961097X	819	13	56	1493	1496	19055	4	0	0
0609802348	132	2	1279	499	1420	7909	2	0	0
0609807145	278	9	179	939	835	19593	10	81	13.77
0609807145	278	22	41	808	1304	16422	10	0	0
0609807145	985	9	179	939	835	19593	4	81	13.77
0609807145	985	22	41	808	1304	16422	4	0	0
0609808400	227	2	1008	1172	891	12583	9	0	0
0609808400	227	19	951	539	251	4287	9	0	0
0613117905	330	2	1238	607	253	14115	2	0	0
0613177177	214	2	382	1286	298	19272	7	356	60.52
0613177177	214	17	900	1231	1492	17896	7	0	0
0613212320	155	14	559	1065	496	19018	8	0	0
0613501349	366	5	560	1243	687	18924	5	0	0
0618001905	952	8	806	1430	168	8724	9	0	0
0618033807	309	20	245	1067	446	13534	7	0	0
0618119760	173	2	1378	1203	1335	21398	2	0	0
0618119760	173	21	725	357	740	8891	2	0	0
0618128735	835	24	1331	57	190	21420	0	0	0
0618134786	616	4	584	719	1086	19649	6	0	0
0618145311	373	12	1279	499	1345	12453	8	0	0
0618197338	136	3	162	525	173	10062	7	0	0
0618246967	264	2	214	1229	152	13646	6	63	10.71
0670030651	490	18	395	891	835	17785	0	0	0
0670030651	490	19	1312	483	43	12142	0	72	12.24
0670030880	882	20	1175	473	641	9096	1	0	0
067003116X	428	10	789	438	811	15768	3	0	0
067003116X	428	18	119	805	322	10362	3	167	28.39
0670241334	457	1	1013	624	813	9766	7	0	0
0670241334	457	15	1033	685	1188	8934	7	0	0
0670241334	457	24	1004	789	576	19823	7	0	0
0670241334	955	1	1013	624	813	9766	0	0	0
0670241334	955	15	1033	685	1188	8934	0	0	0
0670241334	955	24	1004	789	576	19823	0	0	0
0670656607	868	17	688	26	232	8197	7	0	0
0670691992	851	12	1287	33	547	8875	10	0	0
0670691992	851	14	375	1031	1117	1192	10	0	0
067081976X	636	23	365	1192	289	10368	10	0	0
0670857416	38	4	347	912	117	20943	5	0	0
0670857416	38	11	634	965	1022	20849	5	1	0.17
0670857416	38	15	372	1488	615	8959	5	0	0
0670858692	464	8	1156	1293	259	11408	6	341	57.97
0670859117	738	5	394	368	764	7673	4	147	24.99
0670859117	738	16	316	1177	437	17317	4	158	26.86
0670859117	738	22	1474	690	409	13467	4	0	0
067086014X	1000	24	1447	638	779	13092	1	0	0
0670870315	28	3	1095	788	146	5496	7	0	0
0670872202	642	24	134	990	818	8657	5	0	0
0670873292	672	5	1221	600	224	14033	9	0	0
0670876925	394	13	1327	868	438	11709	4	0	0
0670891576	933	21	881	541	511	8243	0	0	0
0670891924	290	9	593	796	289	21232	4	234	39.78
0670893013	906	23	1440	1356	1118	13885	1	0	0
0670894710	837	1	9	397	1333	17185	0	43	7.31
0670894710	837	24	291	1158	140	15441	0	215	36.55
0670910635	118	23	1134	1186	618	10544	4	0	0
0671000381	57	17	1051	1076	1398	10942	6	0	0
0671000381	57	24	508	914	524	19648	6	0	0
0671000500	419	14	960	232	193	19004	8	0	0
0671000500	419	17	744	149	919	14184	8	0	0
0671004107	133	11	591	1274	1053	9978	7	0	0
0671006266	695	4	276	551	1250	16306	5	0	0
0671006266	695	16	784	376	172	3264	5	0	0
0671008137	18	21	937	1418	829	15308	3	327	55.59
0671008803	144	10	249	679	197	15694	1	0	0
0671008803	144	23	464	550	126	11125	1	0	0
0671009826	202	17	321	1393	712	6314	9	0	0
0671010123	664	6	863	80	399	8551	3	0	0
0671015133	392	14	205	1496	1522	6948	6	0	0
0671015184	227	14	926	814	662	7517	8	0	0
0671015184	227	24	99	587	603	4811	8	0	0
0671015184	731	14	926	814	662	7517	7	0	0
0671015184	731	24	99	587	603	4811	7	0	0
0671015354	218	2	475	403	924	8539	10	0	0
0671015354	218	15	488	928	1319	19087	10	0	0
0671015575	459	21	1363	418	889	8930	6	0	0
0671019821	367	3	877	503	1181	13992	10	0	0
0671019821	367	18	1282	1081	1003	20050	10	152	25.84
0671020323	885	16	1225	846	1626	16522	10	309	52.53
0671023187	84	21	1080	1213	1	12358	7	0	0
0671023217	95	24	1259	1287	424	17648	4	0	0
0671023934	224	7	148	1175	1468	19966	10	0	0
0671024736	851	16	11	852	1010	15878	4	0	0
0671025368	986	7	11	852	1366	7419	2	166	28.22
0671025368	986	7	1180	1366	1084	10248	2	0	0
0671027328	116	9	269	888	595	19429	10	0	0
0671027328	116	12	731	729	714	15680	10	0	0
0671028294	62	16	1110	592	42	19428	10	0	0
0671028367	917	15	197	1058	305	13516	4	0	0
0671028464	31	23	640	1151	911	9831	4	0	0
0671034774	757	9	595	1506	888	14221	8	0	0
0671034790	594	9	1300	1164	848	11742	8	0	0
0671034790	594	11	536	398	1000	19131	8	116	19.72
0671034790	764	9	1300	1164	848	11742	8	0	0
0671034790	764	11	536	398	1000	19131	8	116	19.72
0671039016	578	19	1255	1112	1035	21967	4	0	0
0671039830	832	18	830	712	321	11109	4	0	0
0671039857	542	18	1119	1519	1501	5757	10	0	0
0671039954	933	6	1254	433	1443	11128	2	0	0
0671039954	933	11	849	1299	1257	11983	2	0	0
0671040715	678	17	1320	651	1030	8429	8	0	0
0671040839	347	1	274	1446	1372	16722	10	0	0
0671041452	538	11	396	1281	1671	15176	5	327	55.59
0671041649	610	7	729	919	1471	12288	8	0	0
0671041649	610	18	122	381	454	3727	8	0	0
0671041673	718	1	1169	605	563	12433	7	0	0
0671041673	718	7	606	957	824	10408	7	0	0
0671041673	718	11	315	81	1204	10210	7	0	0
0671046160	439	3	1094	247	1358	15904	8	43	7.31
0671046160	439	10	954	58	584	4316	8	0	0
0671046160	814	3	1094	247	1358	15904	2	43	7.31
0671046160	814	10	954	58	584	4316	2	0	0
0671210416	545	9	794	103	1036	5933	10	0	0
067123109X	345	13	292	786	470	3258	10	92	15.64
0671411128	762	4	717	686	160	5605	7	0	0
0671411128	762	13	1209	1253	1657	18976	7	328	55.76
0671411128	762	18	771	453	1186	18360	7	292	49.64
0671411128	762	21	1288	1027	1360	8420	7	0	0
067142095X	70	19	456	441	454	3203	6	0	0
067142095X	70	23	87	1033	1046	14963	6	0	0
0671422162	74	6	47	560	842	20437	0	13	2.21
0671422162	74	11	583	1415	121	3483	0	0	0
0671422162	74	22	1304	794	571	11923	0	0	0
0671428098	853	4	710	1507	1508	11005	6	0	0
0671428322	566	6	289	1353	1115	4168	4	0	0
0671428322	566	17	112	1494	1580	10136	4	318	54.06
0671436163	358	14	1336	118	8	12163	1	0	0
0671437011	603	20	24	625	384	19010	9	0	0
0671441515	476	23	1483	1372	1068	19824	1	0	0
0671459937	586	1	308	595	1556	7139	7	150	25.5
0671459937	586	4	856	474	1202	8878	7	0	0
0671460528	356	5	1103	657	702	12766	4	0	0
0671460528	356	15	1111	837	31	8729	4	0	0
0671493043	211	5	898	1417	467	4108	4	0	0
0671493043	211	5	1159	237	1283	14224	4	0	0
0671495429	402	24	160	426	20	5903	9	0	0
0671501070	357	6	84	29	54	19452	4	16	2.72
0671501070	357	14	72	726	72	20149	4	0	0
0671507303	448	17	534	1503	1719	17883	3	355	60.35
0671510053	713	1	50	1059	1188	10670	2	0	0
0671510053	713	4	1302	92	114	17178	2	0	0
0671510576	911	19	1164	292	110	13040	6	345	58.65
0671520369	194	4	1218	839	1164	13550	7	0	0
0671520369	194	10	851	21	5	19616	7	0	0
0671520369	194	21	947	466	382	11244	7	0	0
0671524887	828	10	254	1351	522	10804	8	0	0
0671524887	828	16	57	343	1491	15185	8	0	0
0671524887	828	24	1232	229	646	9244	8	0	0
0671526065	992	4	726	389	1241	5557	8	0	0
0671526065	992	9	1461	158	1293	18673	8	0	0
067152609X	982	1	305	355	1278	994	6	0	0
0671528068	139	8	475	403	833	19677	1	0	0
0671534742	109	15	983	86	275	4490	1	0	0
0671537830	334	5	335	737	791	16996	7	0	0
0671537830	334	10	162	525	294	9204	7	0	0
0671537830	334	10	1122	330	304	12481	7	0	0
0671549219	859	19	132	1385	998	10728	1	149	25.33
0671549952	60	11	863	80	105	14747	10	2	0.34
0671549952	60	17	490	427	700	1619	10	0	0
0671549952	60	19	656	1367	527	3680	10	0	0
0671550284	658	17	1344	1523	757	15074	0	0	0
0671554271	678	14	821	132	477	10939	5	0	0
0671559443	757	3	747	909	113	13607	6	0	0
0671559443	757	17	917	1092	765	21235	6	0	0
0671559443	757	22	1020	1294	454	18151	6	0	0
0671568825	120	1	1137	784	892	14659	6	117	19.89
0671568825	120	3	1234	387	352	16859	6	0	0
0671574329	310	17	1062	39	117	16116	0	154	26.18
0671576879	134	20	93	710	1535	2875	4	169	28.73
0671576879	134	20	550	485	1306	21339	4	0	0
0671601032	982	24	718	883	611	18764	2	0	0
0671602543	644	18	828	224	115	11114	5	0	0
0671602543	644	18	894	791	1060	3863	5	0	0
0671605550	145	3	1340	16	492	11355	6	341	57.97
0671605550	145	10	288	440	695	21552	6	230	39.1
0671627139	960	22	41	808	1485	13317	8	0	0
0671638688	431	3	231	573	372	22052	6	0	0
0671638688	431	10	974	1451	331	19499	6	0	0
0671638688	837	3	231	573	372	22052	0	0	0
0671638688	837	10	974	1451	331	19499	0	0	0
0671649426	317	11	828	224	1012	3528	1	0	0
0671649426	317	19	100	1380	1322	16151	1	0	0
0671649426	391	11	828	224	1012	3528	2	0	0
0671649426	391	19	100	1380	1322	16151	2	0	0
0671653504	958	9	755	1133	240	11255	4	0	0
0671656090	245	2	424	565	272	18751	4	0	0
0671657518	882	1	888	1512	404	3816	9	0	0
0671657518	882	14	16	1279	271	10700	9	0	0
0671660403	210	4	75	559	291	10531	0	1	0.17
0671660403	210	19	756	764	829	16492	0	0	0
0671662511	972	4	1395	125	1045	19717	2	0	0
0671662511	972	21	852	594	1018	3643	2	0	0
0671664948	673	10	731	729	836	14910	5	73	12.41
0671664956	84	20	19	880	941	16474	10	0	0
0671664956	84	23	595	1506	205	8277	10	0	0
0671664964	380	12	782	405	1067	17396	10	105	17.85
0671664964	380	23	1303	1180	547	8241	10	0	0
0671665545	405	2	1180	1366	146	21012	8	110	18.7
0671665545	405	6	217	755	1316	9662	8	0	0
0671666533	504	4	201	979	1120	16471	8	0	0
0671666533	504	19	1287	33	224	8004	8	0	0
0671666533	954	4	201	979	1120	16471	3	0	0
0671666533	954	19	1287	33	224	8004	3	0	0
0671669516	990	6	720	91	427	12908	6	0	0
0671671480	860	12	1492	1099	1131	18497	0	129	21.93
0671673513	139	23	823	1352	294	13522	0	0	0
0671673688	660	11	727	306	580	15314	1	190	32.3
0671674382	272	1	193	1005	753	10095	2	0	0
0671674625	641	10	410	251	410	1329	9	0	0
0671674706	268	5	588	194	817	17778	1	0	0
0671674706	268	9	975	1452	352	14032	1	140	23.8
0671676237	809	1	445	74	900	17441	9	0	0
0671676431	532	12	288	440	609	11029	5	0	0
0671683144	239	18	1492	1099	2	21563	6	0	0
0671689711	911	23	1487	528	1266	21842	6	206	35.02
0671700316	884	24	566	540	550	21142	4	0	0
0671700324	391	14	932	152	420	8165	4	0	0
0671700995	452	9	1470	204	517	17020	9	0	0
0671700995	452	13	279	1262	359	1509	9	0	0
0671700995	452	15	121	156	1331	3437	9	0	0
0671702505	27	20	558	672	288	4947	0	0	0
0671709577	947	9	401	602	563	18146	10	0	0
0671709577	947	16	1357	769	1476	21660	10	0	0
0671709577	982	9	401	602	563	18146	4	0	0
0671709577	982	16	1357	769	1476	21660	4	0	0
0671720929	99	13	632	1122	251	5029	9	0	0
0671728032	770	15	467	1129	1388	14732	7	172	29.24
0671728032	770	22	1234	387	1234	17990	7	0	0
0671730134	112	11	1427	67	1337	11384	9	216	36.72
0671730681	908	19	1450	1473	780	12064	7	92	15.64
0671730681	908	23	540	1413	968	18400	7	76	12.92
0671732277	440	1	5	184	1120	9716	4	159	27.03
067173430X	55	15	753	406	704	3068	6	0	0
0671739727	515	12	732	171	304	3815	7	0	0
0671739727	515	15	1044	894	1133	11395	7	0	0
0671739727	515	20	363	774	1112	9064	7	0	0
0671740377	826	22	1095	788	168	19152	9	0	0
0671741438	696	16	615	713	1315	4571	8	0	0
0671742566	967	19	646	564	901	8575	0	0	0
0671743538	772	19	974	1451	169	4425	5	0	0
0671744690	390	3	292	786	1449	14198	10	117	19.89
0671744690	390	22	672	1034	1371	9477	10	0	0
0671748408	666	7	1259	1287	700	10096	7	0	0
0671748408	666	22	586	861	1304	2859	7	0	0
0671755056	682	2	9	397	1339	15058	6	0	0
0671755358	309	3	1346	1153	637	19826	10	0	0
0671761048	866	17	409	1126	800	13062	10	0	0
0671774786	716	1	22	546	549	7137	0	0	0
0671774786	716	1	735	399	73	10057	0	0	0
0671775391	518	14	482	1358	616	21281	9	0	0
0671775391	518	24	883	460	18	9573	9	0	0
0671775464	67	1	354	522	1280	4402	2	134	22.78
0671775464	67	9	1182	1360	317	18335	2	0	0
0671777351	95	18	693	923	1133	2754	10	0	0
0671777351	95	22	1107	354	719	10251	10	0	0
0671780689	208	10	855	771	1065	11608	3	0	0
0671780689	208	20	1456	227	433	19551	3	0	0
0671782622	288	23	867	759	156	7421	3	0	0
0671794043	640	7	484	924	198	11692	2	0	0
0671795538	381	22	486	744	110	5313	8	0	0
067182306X	146	23	665	956	861	14558	4	0	0
0671824295	948	8	1103	657	1412	9689	6	0	0
0671825690	30	13	239	1024	1462	16982	9	0	0
0671825690	30	21	602	611	588	2275	9	0	0
0671825690	30	23	338	1500	1515	11126	9	0	0
0671825690	822	13	239	1024	1462	16982	9	0	0
0671825690	822	21	602	611	588	2275	9	0	0
0671825690	822	23	338	1500	1515	11126	9	0	0
0671827944	658	1	294	249	1219	14639	3	157	26.69
0671827944	658	23	273	1068	571	14228	3	0	0
0671830163	322	15	937	1418	949	9421	2	0	0
0671831216	471	11	684	1020	1197	17515	7	0	0
0671831593	123	21	280	517	179	21229	0	201	34.17
0671834592	390	7	1300	1164	204	10022	5	0	0
0671834592	390	8	638	1145	1345	2460	5	0	0
0671834592	390	11	1175	473	889	8649	5	0	0
0671836323	990	5	1288	1027	226	16163	9	0	0
0671850881	717	8	562	1466	562	14792	2	0	0
0671850881	717	12	932	152	932	21319	2	0	0
0671850881	717	12	1165	689	515	7161	2	0	0
0671864769	254	8	582	849	373	5570	9	356	60.52
0671865099	119	16	441	286	1587	10540	1	95	16.15
0671867210	882	16	963	720	188	18049	5	326	55.42
0671871390	832	4	1418	353	1125	20538	10	252	42.84
0671871390	832	6	455	882	33	14824	10	0	0
0671871390	832	17	761	612	137	18692	10	126	21.42
0671878786	100	17	1152	1336	817	17363	9	27	4.59
0671879464	50	10	1422	1284	1422	12775	3	0	0
0671880438	290	15	39	668	491	10402	8	0	0
0671880594	195	2	1182	1360	380	16249	8	307	52.19
0671880594	195	8	99	587	242	13190	8	0	0
0671886290	247	11	121	156	1373	6922	1	162	27.54
0671886290	247	17	460	834	1265	4888	1	0	0
0671887335	224	5	432	1222	1245	8301	4	0	0
0671887335	224	14	575	1115	289	14385	4	0	0
0671894536	721	3	857	1214	1336	9119	1	0	0
0671894536	721	13	487	897	482	12183	1	0	0
0671894536	721	17	1060	1324	1628	13274	1	205	34.85
0671894536	834	3	857	1214	1336	9119	1	0	0
0671894536	834	13	487	897	482	12183	1	0	0
0671894536	834	17	1060	1324	1628	13274	1	205	34.85
067231133X	381	7	1060	1324	554	5944	0	0	0
067231133X	381	13	1403	708	1403	12619	0	0	0
067231133X	381	21	1430	530	207	10233	0	0	0
067231133X	381	22	1130	250	239	21793	0	57	9.69
067231133X	397	7	1060	1324	554	5944	6	0	0
067231133X	397	13	1403	708	1403	12619	6	0	0
067231133X	397	21	1430	530	207	10233	6	0	0
067231133X	397	22	1130	250	239	21793	6	57	9.69
067231133X	425	7	1060	1324	554	5944	8	0	0
067231133X	425	13	1403	708	1403	12619	8	0	0
067231133X	425	21	1430	530	207	10233	8	0	0
067231133X	425	22	1130	250	239	21793	8	57	9.69
0672316382	205	3	270	1012	115	15409	4	0	0
0672317842	789	12	1335	1457	1192	19291	0	0	0
0672317842	789	15	756	764	829	12736	0	0	0
067352132X	862	7	1104	414	240	9925	2	0	0
0674160827	481	8	766	971	363	3136	7	202	34.34
0674272315	361	1	680	766	879	10803	6	0	0
0674354427	138	2	541	1504	1645	17196	4	156	26.52
0674589157	170	1	683	446	1189	17903	6	298	50.66
0674704940	436	20	76	1237	36	15558	2	0	0
0679006826	938	11	672	1034	1259	17379	9	0	0
0679006826	938	16	443	18	889	8068	9	101	17.17
0679023755	982	12	177	898	610	13547	7	0	0
0679023755	982	16	611	516	776	14507	7	0	0
0679402187	906	9	708	1021	539	9118	2	0	0
067940418X	578	1	845	1461	176	16138	1	34	5.78
067940418X	578	5	401	602	569	18394	1	0	0
067940418X	578	6	1023	142	276	21953	1	0	0
067940418X	578	8	65	1215	579	12515	1	0	0
0679405828	84	16	1323	68	1318	14316	2	0	0
0679405828	84	17	1466	925	569	12951	2	0	0
0679405828	84	23	1270	860	343	21271	2	0	0
0679411151	717	11	691	1368	841	16253	8	0	0
0679411151	717	13	1079	915	1447	9690	8	0	0
0679411151	717	24	680	766	1458	17027	8	0	0
0679413138	341	4	1465	1445	484	11210	6	0	0
0679415629	8	17	944	95	507	5402	5	0	0
067941603X	56	1	1081	41	1199	7601	2	0	0
067941603X	56	19	253	1093	253	4050	2	0	0
0679416889	414	24	916	1384	77	9596	5	0	0
0679417648	34	11	915	1179	535	7593	5	0	0
0679417648	34	12	853	4	1454	8156	5	0	0
0679417648	34	13	748	725	1154	15423	5	0	0
0679417648	266	11	915	1179	535	7593	6	0	0
0679417648	266	12	853	4	1454	8156	6	0	0
0679417648	266	13	748	725	1154	15423	6	0	0
0679425268	594	16	1112	470	70	12582	6	0	0
0679425268	594	17	953	746	288	7465	6	0	0
0679428887	905	7	1389	926	273	14373	10	257	43.69
0679428887	905	9	830	712	228	12240	10	0	0
0679439242	659	1	262	1245	241	5346	2	0	0
0679445080	539	8	248	240	1075	10133	0	0	0
0679445080	539	22	360	382	1391	8578	0	0	0
0679447156	273	12	221	253	913	15669	7	0	0
0679448284	224	16	310	55	1341	16945	2	212	36.04
0679448284	224	18	1187	1422	942	6816	2	0	0
0679452281	723	10	20	876	877	19323	3	0	0
0679454500	685	11	805	580	236	9790	8	0	0
067945540X	604	14	37	591	174	4529	4	0	0
0679455639	722	16	729	919	739	16408	10	115	19.55
0679724699	512	9	507	1236	1440	1692	3	0	0
0679730346	91	3	984	1436	494	12750	8	0	0
0679732764	885	8	743	639	1124	19238	7	0	0
0679732764	885	19	855	771	1125	14205	7	0	0
0679735259	123	7	10	275	106	4858	6	0	0
0679735259	123	13	1039	461	598	11200	6	0	0
0679736220	591	21	966	502	3	21980	9	0	0
0679736298	473	23	1392	669	1392	17533	6	0	0
0679736336	428	9	1225	846	163	11104	5	0	0
0679736417	231	15	447	109	1535	13346	1	345	58.65
0679736662	816	6	1239	100	860	16773	3	111	18.87
0679736662	816	12	762	1247	1377	14721	3	0	0
067973743X	169	1	1146	1138	1462	19590	8	0	0
067973743X	169	13	258	1361	967	12680	8	0	0
0679738835	829	2	549	947	1257	8640	4	0	0
0679741283	637	10	1286	10	1375	7998	8	0	0
0679749020	784	6	525	1130	1440	11857	5	0	0
0679749020	784	13	53	1216	719	21543	5	0	0
0679749020	784	18	985	1095	399	14016	5	0	0
0679751114	398	2	183	476	1428	17042	0	132	22.44
0679752617	740	10	825	752	336	14525	5	268	45.56
0679752617	740	14	674	273	33	16759	5	0	0
067975377X	556	19	33	586	666	18933	6	0	0
0679753834	446	1	80	695	806	17612	0	0	0
0679753834	446	10	949	787	37	21302	0	0	0
0679753834	446	19	1002	1077	1002	21046	0	0	0
067975430X	81	5	78	703	78	17739	7	0	0
067975430X	81	7	16	1279	875	9955	7	0	0
0679755454	153	11	839	1039	352	19026	8	0	0
0679755454	153	23	105	43	407	8563	8	14	2.38
0679759336	271	14	594	785	366	6360	0	0	0
0679759336	271	22	1476	715	1286	11704	0	0	0
0679760849	814	18	898	1417	1163	15805	7	0	0
0679764895	579	5	914	845	159	11930	10	123	20.91
0679768165	779	2	224	1155	1385	10868	2	0	0
0679768165	779	8	802	254	1074	9821	2	0	0
0679768203	385	9	986	678	745	15389	4	0	0
0679768203	385	21	548	356	1250	1845	4	0	0
0679768203	433	9	986	678	745	15389	10	0	0
0679768203	433	21	548	356	1250	1845	10	0	0
067977016X	627	14	1283	797	1643	14353	0	276	46.92
067977016X	627	24	368	1492	68	8485	0	0	0
0679770410	466	5	403	1008	840	11738	3	0	0
0679772715	294	7	358	899	1238	8155	10	0	0
0679775471	476	4	349	1149	229	20846	2	0	0
0679775471	476	15	102	30	1393	16074	2	0	0
0679777458	789	17	969	506	389	15988	4	0	0
0679777458	789	24	886	484	39	12571	4	0	0
0679783202	231	3	272	878	26	4470	7	287	48.79
0679783202	231	24	751	682	863	9730	7	0	0
0679801693	88	13	1182	1360	568	13714	8	0	0
0679801693	88	22	453	545	764	13561	8	0	0
0679812709	37	14	1183	886	536	15962	6	326	55.42
0679824111	5	1	1371	1098	1367	20399	8	0	0
0679824111	5	10	471	1362	713	18286	8	0	0
0679824111	5	14	477	455	1282	11928	8	0	0
0679824111	5	21	94	112	1042	279	8	0	0
0679824111	651	1	1371	1098	1367	20399	3	0	0
0679824111	651	10	471	1362	713	18286	3	0	0
0679824111	651	14	477	455	1282	11928	3	0	0
0679824111	651	21	94	112	1042	279	3	0	0
0679856986	750	6	167	1412	1328	4971	2	135	22.95
0679866655	609	19	22	546	1399	10529	5	0	0
0679866655	609	20	966	502	1105	8789	5	35	5.95
0679883886	477	6	296	246	1115	17566	9	0	0
0679894780	114	2	1466	925	284	11217	10	244	41.48
0679988106	150	10	890	825	425	10736	2	0	0
0679988106	150	14	1086	553	732	5363	2	0	0
0679988106	150	24	1141	793	85	10810	2	0	0
0684153114	444	13	508	914	517	5574	7	0	0
0684189674	911	11	38	1207	504	11280	1	121	20.57
0684191415	657	13	903	974	833	17889	0	0	0
0684195976	182	14	598	370	230	12430	6	0	0
0684195976	182	22	63	123	408	15473	6	0	0
0684801523	778	24	1398	102	572	12319	6	323	54.91
0684808099	756	14	940	222	1443	13659	4	5	0.85
0684810204	865	8	345	122	345	14704	3	0	0
0684811138	67	10	534	1503	1511	16500	2	0	0
0684811715	297	2	445	74	358	17536	8	3	0.51
0684811715	297	17	1263	773	117	14913	8	0	0
0684815028	988	21	1257	740	1142	7518	3	0	0
0684815028	988	23	204	841	1234	20397	3	0	0
0684823799	977	20	1298	996	319	8181	3	0	0
068482390X	140	3	131	911	179	15188	8	350	59.5
068482390X	140	7	959	494	925	18637	8	0	0
068482390X	376	3	131	911	179	15188	9	350	59.5
068482390X	376	7	959	494	925	18637	9	0	0
0684824892	769	7	1002	1077	725	11795	6	223	37.91
0684824892	769	18	372	1488	745	4292	6	0	0
0684824892	769	23	266	413	546	10098	6	0	0
0684825414	753	14	716	906	1451	15512	8	0	0
0684825414	753	19	533	430	86	14760	8	0	0
0684829304	394	16	1384	242	1013	15611	5	0	0
0684831708	247	17	384	902	59	17619	6	0	0
0684831708	247	21	959	494	396	12283	6	46	7.82
0684831708	915	17	384	902	59	17619	9	0	0
0684831708	915	21	959	494	396	12283	9	46	7.82
0684838184	344	9	480	496	191	14979	6	40	6.8
0684839121	150	19	1107	354	1030	6683	7	0	0
0684839121	150	22	1478	1411	152	16657	7	0	0
0684839121	150	23	318	991	1258	10460	7	0	0
068483958X	872	20	1015	110	1308	19862	6	238	40.46
0684840022	26	9	999	404	1109	20066	0	0	0
0684842696	907	20	948	1514	710	9091	9	0	0
0684844095	582	4	195	665	485	22056	0	57	9.69
0684844095	582	14	1453	32	1315	20095	0	0	0
0684844095	582	16	624	1225	103	17267	0	0	0
0684844095	582	17	143	1110	418	20834	0	0	0
0684844818	675	6	775	282	771	17353	9	0	0
0684845784	408	14	94	112	1198	16570	3	0	0
0684846233	180	19	161	552	1285	13718	0	0	0
0684846233	180	24	803	1487	905	16962	0	0	0
0684853124	306	18	976	1278	1328	12387	5	83	14.11
0684855178	338	5	234	1308	733	11890	2	0	0
0684855178	338	22	1426	1	1426	11340	2	0	0
068486052X	920	17	9	397	12	5775	0	0	0
0684864878	192	4	672	1034	1421	16470	6	0	0
0684864878	192	18	1074	1396	982	19502	6	0	0
0684866161	161	4	1281	393	703	13448	1	0	0
0684866161	161	17	25	185	773	11494	1	0	0
0684869403	668	1	925	1264	8	9771	6	0	0
0684869403	668	12	668	457	1380	2618	6	0	0
0684870827	902	12	883	460	883	11690	9	0	0
0684870827	902	24	664	1009	1087	2595	9	0	0
0684871688	455	4	692	297	354	10416	2	267	45.39
0684871688	455	11	767	1019	1385	19746	2	1	0.17
0684873613	335	19	880	1088	1086	21951	1	0	0
0684873893	423	18	965	1196	514	8179	4	188	31.96
068700781X	237	3	427	1084	223	8523	1	0	0
0688003753	261	15	497	566	488	8174	7	0	0
0688011500	964	10	519	165	1730	19057	6	193	32.81
0688011500	964	14	297	491	782	16472	6	0	0
